,name,location,mobile_no,email,find_us,qualification,branch,career_issue,looking_for,technology,mode,time_slot,date,attended_by,no_persons,fee_details,year_of_pass_out,status,remarks
298,hidden,wayanad,hidden,hidden,reference,diploma,other,no career issue,short term course,data science,offline,afternoon,09-04-2021,lekha,3,60000,2016,not joined,not impressed
299,hidden,malappuram,hidden,hidden,reference,diploma,electronics,no career issue,short term course,data science,offline,morning,03-03-2021,baiju,5,60000,2020,not joined,call not picking
300,hidden,palazhi,hidden,hidden,social media,ug,other,backpapers,job oriented course,data science,offline,morning,19-05-2021,anupama,2,35000,2018,not joined,not okay
301,hidden,kozhikode,hidden,hidden,reference,ug,civil,career gap,others,data science,online,morning,18-05-2021,baiju,1,60000,2020,joined,joined
302,hidden,nadakkavu,hidden,hidden,social media,ug,computer science,no career issue,others,mern,offline,morning,02-08-2021,anupama,1,60000,2018,joined,joined
303,hidden,farook,hidden,hidden,others,ug,civil,no career issue,work experience,data science,offline,afternoon,24-07-2021,lekha,2,35000,2016,not joined,call not picking
304,hidden,westhill,hidden,hidden,social media,ug,civil,career gap,others,mern,online,morning,16-03-2021,baiju,1,60000,2019,not joined,joined other institude
305,hidden,manjeri,hidden,hidden,social media,pg,civil,non it background,short term course,python,offline,afternoon,09-05-2021,monish,2,60000,2017,not joined,not impressed
306,hidden,westhill,hidden,hidden,social media,diploma,other,no career issue,others,python,hybrid,morning,10-12-2021,baiju,1,35000,2019,not joined,call not picking
307,hidden,nilambur,hidden,hidden,google,pg,civil,backpapers,job oriented course,java,online,afternoon,24-05-2021,deepak,1,12500,2017,not joined,call not picking
308,hidden,kannur,hidden,hidden,social media,ug,commerce,career gap,others,python,offline,morning,10-07-2021,baiju,3,60000,2019,not joined,not okay
309,hidden,kozhikode,hidden,hidden,reference,pg,other,no career issue,it internship,ai,offline,evening,23-12-2021,baiju,2,60000,2016,not joined,not okay
310,hidden,ramanattukara,hidden,hidden,social media,pg,other,career gap,it internship,python,online,morning,10-11-2021,baiju,1,12500,2018,not joined,high fee
311,hidden,chevayur,hidden,hidden,reference,plus 2,commerce,backpapers,work experience,java,offline,afternoon,16-06-2021,baiju,2,60000,2018,joined,joined
312,hidden,koyilandy,hidden,hidden,none,ug,electronics,no career issue,work experience,java,offline,morning,08-03-2021,monish,2,60000,2018,not joined,not impressed
313,hidden,kozhikode,hidden,hidden,others,pg,civil,backpapers,it internship,mern,offline,afternoon,15-12-2021,baiju,1,12500,2018,not joined,not okay
314,hidden,nadakkavu,hidden,hidden,social media,ug,civil,no career issue,short term course,mern,offline,morning,15-04-2021,baiju,1,60000,2021,not joined,not okay
315,hidden,kozhikode,hidden,hidden,none,ug,computer science,no career issue,it internship,data science,offline,morning,25-06-2021,sandra,1,60000,2017,not joined,call not picking
316,hidden,tirur,hidden,hidden,google,ug,other,no career issue,it internship,mern,hybrid,morning,23-04-2021,baiju,1,60000,2020,joined,joined
317,hidden,tanur,hidden,hidden,others,plus 2,civil,no career issue,it internship,data science,hybrid,morning,11-02-2021,baiju,2,35000,2018,not joined,suspected
318,hidden,tirur,hidden,hidden,social media,ug,mechanical,no career issue,job oriented course,python,online,morning,09-09-2021,sivaprasad,2,60000,2020,not joined,joined other institude
319,hidden,kozhikode,hidden,hidden,reference,ug,commerce,non it background,job oriented course,testing,online,morning,22-10-2021,anupama,6,60000,2018,not joined,not impressed
320,hidden,chevayur,hidden,hidden,none,ug,other,no career issue,work experience,python,offline,morning,27-05-2021,baiju,1,12500,2016,not joined,not okay
321,hidden,ernakulam,hidden,hidden,others,plus 2,mechanical,no career issue,job oriented course,python,offline,morning,22-05-2021,baiju,3,60000,2021,joined,joined
322,hidden,kozhikode,hidden,hidden,social media,ug,electronics,backpapers,others,python,offline,evening,25-04-2021,baiju,1,60000,2017,not joined,not interested
323,hidden,kozhikode,hidden,hidden,others,sslc,civil,no career issue,job oriented course,mern,offline,afternoon,11-12-2021,baiju,2,12500,2020,not joined,call not picking
324,hidden,medical college,hidden,hidden,social media,ug,other,non it background,others,python,offline,morning,09-10-2021,baiju,5,60000,2019,not joined,not impressed
325,hidden,kozhikode,hidden,hidden,reference,ug,other,no career issue,others,mern,online,morning,05-02-2021,baiju,5,60000,2018,not joined,joined other institude
326,hidden,trivandrum,hidden,hidden,google,pg,other,no career issue,job oriented course,data science,hybrid,morning,07-10-2021,baiju,1,35000,2017,not joined,suspected
327,hidden,farook,hidden,hidden,reference,pg,other,no career issue,job oriented course,python,offline,weekend,09-07-2021,baiju,2,12500,2017,not joined,call not picking
328,hidden,nadakkavu,hidden,hidden,social media,ug,other,no career issue,it internship,python,hybrid,morning,16-09-2021,baiju,3,35000,2016,not joined,not impressed
329,hidden,tirur,hidden,hidden,google,ug,mechanical,career gap,job oriented course,data science,offline,afternoon,26-07-2021,baiju,4,12500,2019,not joined,joined other institude
330,hidden,vadakara,hidden,hidden,social media,ug,electronics,no career issue,work experience,python,offline,afternoon,15-07-2021,baiju,2,60000,2018,not joined,joined other institude
331,hidden,ramanattukara,hidden,hidden,others,ug,commerce,non it background,job oriented course,mern,online,weekend,12-07-2021,rifna,2,60000,2020,not joined,high fee
332,hidden,kozhikode,hidden,hidden,social media,ug,electronics,career gap,short term course,python,online,afternoon,10-01-2021,baiju,1,60000,2020,not joined,not interested
333,hidden,ponnani,hidden,hidden,social media,ug,electronics,no career issue,it internship,data science,offline,morning,26-12-2021,baiju,1,60000,2019,joined,joined
334,hidden,nadakkavu,hidden,hidden,reference,pg,electronics,non it background,short term course,data science,online,evening,23-01-2021,sandra,6,60000,2018,joined,joined
335,hidden,chaliyam,hidden,hidden,social media,ug,electronics,non it background,others,mern,offline,weekend,06-08-2021,baiju,4,12500,2018,not joined,not impressed
336,hidden,tirur,hidden,hidden,reference,ug,commerce,no career issue,it internship,mern,online,evening,26-06-2021,monish,5,60000,2020,joined,joined
337,hidden,kovoor,hidden,hidden,social media,ug,mechanical,no career issue,job oriented course,python,online,evening,14-12-2021,sivaprasad,1,12500,2017,not joined,joined other institude
338,hidden,kannur,hidden,hidden,social media,others,mechanical,no career issue,others,data science,online,afternoon,18-12-2021,sivaprasad,2,35000,2020,not joined,not interested
339,hidden,ramanattukara,hidden,hidden,social media,ug,other,non it background,others,python,offline,weekend,08-10-2021,baiju,1,60000,2017,joined,joined
340,hidden,nadakkavu,hidden,hidden,others,ug,other,career gap,job oriented course,python,offline,afternoon,12-01-2021,baiju,1,35000,2016,not joined,suspected
341,hidden,palakkad,hidden,hidden,social media,ug,other,non it background,job oriented course,python,offline,morning,20-09-2021,baiju,1,60000,2020,not joined,not okay
342,hidden,nadakkavu,hidden,hidden,social media,ug,electronics,no career issue,job oriented course,mern,online,morning,21-06-2021,rifna,4,60000,2020,joined,joined
343,hidden,koyilandy,hidden,hidden,google,ug,civil,non it background,short term course,java,online,morning,11-10-2021,baiju,1,60000,2016,joined,joined
344,hidden,kondotty,hidden,hidden,social media,diploma,other,no career issue,work experience,mern,hybrid,afternoon,25-06-2021,sivaprasad,1,60000,2018,joined,joined
345,hidden,manjeri,hidden,hidden,social media,pg,mechanical,backpapers,short term course,python,offline,evening,05-07-2021,baiju,4,60000,2017,not joined,not interested
346,hidden,palakkad,hidden,hidden,social media,pg,electronics,career gap,short term course,java,offline,morning,18-03-2021,rifna,1,35000,2020,not joined,not impressed
347,hidden,kozhikode,hidden,hidden,social media,others,electronics,non it background,others,mern,offline,morning,13-11-2021,baiju,1,60000,2020,not joined,high fee
348,hidden,kozhikode,hidden,hidden,social media,plus 2,mechanical,no career issue,job oriented course,mern,hybrid,morning,03-07-2021,baiju,2,60000,2018,not joined,joined other institude
349,hidden,kozhikode,hidden,hidden,social media,ug,electronics,no career issue,job oriented course,python,offline,morning,15-04-2021,baiju,2,60000,2016,joined,joined
350,hidden,farook,hidden,hidden,reference,ug,other,no career issue,it internship,python,offline,morning,03-04-2021,faisal,1,35000,2016,not joined,not okay
351,hidden,kozhikode,hidden,hidden,google,ug,mechanical,career gap,short term course,data science,offline,afternoon,27-03-2021,baiju,2,60000,2018,not joined,suspected
352,hidden,pantheerankavu,hidden,hidden,reference,pg,electronics,backpapers,short term course,mern,online,afternoon,26-12-2021,faisal,6,60000,2019,not joined,not okay
353,hidden,westhill,hidden,hidden,others,ug,electronics,no career issue,others,python,offline,weekend,12-09-2021,baiju,1,60000,2021,joined,joined
354,hidden,malappuram,hidden,hidden,social media,ug,electronics,no career issue,job oriented course,mern,offline,morning,19-09-2021,baiju,4,60000,2021,not joined,suspected
355,hidden,kozhikode,hidden,hidden,none,diploma,other,no career issue,it internship,python,offline,morning,08-01-2021,baiju,5,60000,2018,not joined,not interested
356,hidden,vadakara,hidden,hidden,social media,ug,mechanical,no career issue,it internship,flutter,offline,afternoon,24-02-2021,faisal,5,60000,2019,not joined,high fee
357,hidden,kondotty,hidden,hidden,social media,pg,commerce,no career issue,it internship,data science,hybrid,morning,24-12-2021,baiju,2,35000,2020,not joined,not okay
358,hidden,nadakkavu,hidden,hidden,none,pg,commerce,no career issue,it internship,ai,offline,evening,02-02-2021,deepak,1,60000,2017,joined,joined
359,hidden,kozhikode,hidden,hidden,google,pg,commerce,non it background,job oriented course,python,offline,afternoon,17-07-2021,baiju,1,60000,2020,not joined,high fee
360,hidden,nadakkavu,hidden,hidden,social media,ug,mechanical,no career issue,short term course,python,hybrid,evening,09-07-2021,baiju,4,12500,2016,not joined,not okay
361,hidden,pantheerankavu,hidden,hidden,social media,pg,computer science,no career issue,others,mern,offline,morning,03-05-2021,rifna,2,60000,2017,joined,joined
362,hidden,medical college,hidden,hidden,others,ug,other,backpapers,job oriented course,mern,offline,morning,18-02-2021,baiju,4,35000,2018,not joined,suspected
363,hidden,palakkad,hidden,hidden,social media,ug,mechanical,career gap,short term course,python,offline,evening,04-06-2021,baiju,2,12500,2017,not joined,not impressed
364,hidden,chaliyam,hidden,hidden,reference,ug,electronics,no career issue,short term course,mern,offline,evening,12-01-2021,baiju,2,12500,2017,not joined,high fee
365,hidden,palakkad,hidden,hidden,social media,pg,mechanical,no career issue,work experience,python,offline,morning,02-04-2021,baiju,1,60000,2017,not joined,not interested
366,hidden,westhill,hidden,hidden,social media,pg,commerce,career gap,others,mern,offline,evening,20-09-2021,lekha,1,60000,2021,joined,joined
367,hidden,ramanattukara,hidden,hidden,others,pg,commerce,career gap,short term course,mern,offline,evening,25-04-2021,baiju,1,35000,2018,not joined,suspected
368,hidden,koyilandy,hidden,hidden,others,sslc,civil,career gap,others,python,online,afternoon,23-05-2021,faisal,1,60000,2020,not joined,suspected
369,hidden,kannur,hidden,hidden,social media,ug,electronics,career gap,work experience,mern,offline,weekend,11-05-2021,baiju,2,12500,2016,not joined,not interested
370,hidden,westhill,hidden,hidden,social media,diploma,other,non it background,short term course,python,online,evening,11-12-2021,anupama,2,60000,2021,joined,joined
371,hidden,wayanad,hidden,hidden,social media,ug,mechanical,no career issue,work experience,data science,online,morning,18-04-2021,baiju,1,60000,2021,not joined,not impressed
372,hidden,kottayam,hidden,hidden,social media,plus 2,civil,no career issue,job oriented course,data science,offline,morning,23-02-2021,faisal,1,35000,2019,not joined,joined other institude
373,hidden,kozhikode,hidden,hidden,reference,ug,civil,no career issue,short term course,mern,online,afternoon,16-06-2021,rifna,6,12500,2016,not joined,not impressed
374,hidden,kozhikode,hidden,hidden,others,pg,computer science,career gap,work experience,data science,offline,weekend,02-05-2021,baiju,1,35000,2017,not joined,high fee
375,hidden,koyilandy,hidden,hidden,social media,others,mechanical,no career issue,short term course,mern,offline,morning,05-06-2021,baiju,2,35000,2020,not joined,not impressed
376,hidden,kozhikode,hidden,hidden,social media,pg,computer science,no career issue,work experience,flutter,hybrid,morning,12-09-2021,sivaprasad,1,60000,2021,not joined,joined other institude
377,hidden,nilambur,hidden,hidden,social media,ug,other,no career issue,work experience,data science,offline,evening,14-06-2021,sivaprasad,2,60000,2020,not joined,call not picking
378,hidden,westhill,hidden,hidden,social media,ug,other,backpapers,it internship,java,offline,morning,22-09-2021,anupama,3,60000,2016,joined,joined
379,hidden,nadakkavu,hidden,hidden,social media,plus 2,commerce,non it background,others,data science,offline,morning,27-04-2021,baiju,1,60000,2020,not joined,suspected
380,hidden,chevayur,hidden,hidden,social media,diploma,mechanical,career gap,job oriented course,python,online,evening,20-07-2022,monish,2,60000,2020,not joined,call not picking
381,hidden,kozhikode,hidden,hidden,google,ug,other,non it background,short term course,python,offline,morning,21-06-2022,faisal,6,60000,2020,joined,joined
382,hidden,nadakkavu,hidden,hidden,others,ug,mechanical,career gap,job oriented course,mern,offline,morning,17-03-2022,deepak,1,35000,2018,not joined,joined other institude
383,hidden,nadakkavu,hidden,hidden,others,ug,mechanical,backpapers,short term course,mern,online,morning,03-04-2022,anupama,2,12500,2022,not joined,high fee
384,hidden,kunnamangalam,hidden,hidden,reference,ug,other,no career issue,others,python,offline,morning,16-07-2022,faisal,3,35000,2017,not joined,joined other institude
385,hidden,wayanad,hidden,hidden,social media,ug,civil,no career issue,short term course,data science,hybrid,morning,12-08-2022,baiju,2,60000,2019,not joined,call not picking
386,hidden,vadakara,hidden,hidden,social media,ug,commerce,backpapers,short term course,data science,offline,morning,15-08-2022,baiju,3,60000,2018,not joined,suspected
387,hidden,wayanad,hidden,hidden,social media,pg,other,backpapers,others,python,offline,morning,09-11-2022,sandra,2,60000,2020,joined,joined
388,hidden,vadakara,hidden,hidden,social media,sslc,mechanical,career gap,others,data science,hybrid,morning,12-03-2022,baiju,3,12500,2022,not joined,call not picking
389,hidden,ramanattukara,hidden,hidden,google,sslc,civil,no career issue,it internship,python,offline,morning,12-12-2022,lekha,1,12500,2018,not joined,joined other institude
390,hidden,kovoor,hidden,hidden,social media,ug,computer science,no career issue,it internship,data science,online,evening,25-07-2022,baiju,1,60000,2018,not joined,not interested
391,hidden,tirur,hidden,hidden,google,ug,other,career gap,others,python,online,weekend,25-12-2022,baiju,1,60000,2020,not joined,call not picking
392,hidden,kunnamangalam,hidden,hidden,social media,ug,other,career gap,others,python,offline,evening,02-04-2022,baiju,2,12500,2017,not joined,suspected
393,hidden,chevayur,hidden,hidden,social media,pg,commerce,no career issue,job oriented course,mern,offline,morning,05-11-2022,sandra,2,12500,2021,not joined,suspected
394,hidden,pantheerankavu,hidden,hidden,social media,ug,electronics,no career issue,it internship,mern,offline,weekend,07-12-2022,monish,1,60000,2018,not joined,not impressed
395,hidden,chaliyam,hidden,hidden,social media,ug,mechanical,backpapers,job oriented course,mern,online,afternoon,07-05-2022,sivaprasad,1,60000,2021,not joined,joined other institude
396,hidden,kondotty,hidden,hidden,social media,diploma,commerce,no career issue,job oriented course,ai,offline,morning,06-05-2022,baiju,1,60000,2017,not joined,not impressed
397,hidden,chaliyam,hidden,hidden,social media,sslc,other,no career issue,it internship,data science,offline,morning,03-12-2022,deepak,5,35000,2020,not joined,not impressed
398,hidden,kozhikode,hidden,hidden,google,ug,commerce,career gap,work experience,data science,offline,morning,18-01-2022,baiju,1,35000,2019,not joined,joined other institude
399,hidden,chevayur,hidden,hidden,social media,pg,commerce,no career issue,others,python,online,afternoon,19-08-2022,baiju,2,60000,2018,joined,joined
400,hidden,trivandrum,hidden,hidden,social media,pg,other,career gap,short term course,mern,hybrid,weekend,21-07-2022,baiju,5,60000,2020,not joined,joined other institude
401,hidden,nadakkavu,hidden,hidden,none,ug,computer science,no career issue,it internship,python,offline,afternoon,05-10-2022,anupama,2,60000,2017,joined,joined
402,hidden,kozhikode,hidden,hidden,google,ug,electronics,career gap,others,data science,hybrid,afternoon,03-07-2022,baiju,3,60000,2018,joined,joined
403,hidden,farook,hidden,hidden,others,ug,computer science,no career issue,work experience,mern,offline,afternoon,01-03-2022,baiju,3,60000,2021,not joined,not interested
404,hidden,koyilandy,hidden,hidden,google,pg,mechanical,no career issue,others,flutter,hybrid,morning,22-06-2022,baiju,1,60000,2017,not joined,joined other institude
405,hidden,vadakara,hidden,hidden,reference,ug,civil,no career issue,it internship,java,hybrid,morning,27-07-2022,baiju,1,60000,2019,joined,joined
406,hidden,palakkad,hidden,hidden,google,ug,civil,backpapers,it internship,mern,offline,afternoon,23-08-2022,anupama,3,60000,2021,joined,joined
407,hidden,trivandrum,hidden,hidden,social media,ug,civil,non it background,work experience,python,online,morning,01-05-2022,baiju,1,35000,2021,not joined,suspected
408,hidden,kozhikode,hidden,hidden,social media,ug,other,no career issue,it internship,data science,offline,morning,17-03-2022,baiju,2,35000,2017,not joined,joined other institude
409,hidden,kunnamangalam,hidden,hidden,reference,ug,computer science,backpapers,others,data science,offline,weekend,06-08-2022,baiju,4,60000,2022,joined,joined
410,hidden,tanur,hidden,hidden,social media,ug,electronics,no career issue,others,data science,online,morning,27-06-2022,baiju,1,60000,2017,not joined,not interested
411,hidden,palazhi,hidden,hidden,social media,ug,commerce,no career issue,work experience,java,online,afternoon,22-01-2022,baiju,1,35000,2021,not joined,not impressed
412,hidden,nadakkavu,hidden,hidden,google,diploma,other,backpapers,work experience,java,offline,morning,26-07-2022,baiju,4,60000,2022,not joined,joined other institude
413,hidden,nilambur,hidden,hidden,google,ug,civil,non it background,short term course,data science,offline,evening,09-05-2022,deepak,2,60000,2021,joined,joined
414,hidden,kannur,hidden,hidden,others,ug,computer science,no career issue,work experience,python,offline,morning,18-05-2022,rifna,1,60000,2019,joined,joined
415,hidden,beypore,hidden,hidden,social media,ug,mechanical,non it background,others,python,offline,weekend,14-12-2022,baiju,3,60000,2022,joined,joined
416,hidden,kozhikode,hidden,hidden,reference,pg,mechanical,no career issue,work experience,data science,offline,weekend,27-02-2022,baiju,5,60000,2021,not joined,joined other institude
417,hidden,nilambur,hidden,hidden,social media,ug,mechanical,non it background,job oriented course,flutter,online,morning,20-04-2022,deepak,1,35000,2018,not joined,call not picking
418,hidden,westhill,hidden,hidden,social media,ug,other,no career issue,short term course,python,offline,afternoon,08-05-2022,sivaprasad,1,60000,2018,not joined,joined other institude
419,hidden,kunnamangalam,hidden,hidden,social media,pg,other,no career issue,work experience,data science,online,afternoon,11-07-2022,baiju,3,60000,2020,not joined,call not picking
420,hidden,chevayur,hidden,hidden,social media,ug,commerce,career gap,others,data science,offline,weekend,16-03-2022,sivaprasad,2,12500,2018,not joined,suspected
421,hidden,kozhikode,hidden,hidden,social media,diploma,other,career gap,job oriented course,mern,hybrid,evening,06-01-2022,sandra,2,60000,2022,not joined,not interested
422,hidden,kozhikode,hidden,hidden,social media,ug,civil,no career issue,it internship,python,offline,evening,27-10-2022,deepak,2,60000,2018,not joined,call not picking
423,hidden,kannur,hidden,hidden,social media,others,commerce,career gap,others,mern,offline,afternoon,14-08-2022,lekha,1,60000,2020,not joined,high fee
424,hidden,kannur,hidden,hidden,google,pg,mechanical,career gap,work experience,mern,offline,morning,17-04-2022,baiju,1,60000,2019,not joined,suspected
425,hidden,ernakulam,hidden,hidden,social media,ug,civil,no career issue,it internship,python,offline,morning,17-01-2022,baiju,2,60000,2019,not joined,not okay
426,hidden,kunnamangalam,hidden,hidden,reference,ug,commerce,no career issue,work experience,data science,hybrid,afternoon,22-02-2022,anupama,2,60000,2020,not joined,call not picking
427,hidden,wayanad,hidden,hidden,social media,pg,computer science,non it background,short term course,data science,offline,afternoon,13-04-2022,monish,2,60000,2021,not joined,not okay
428,hidden,manjeri,hidden,hidden,google,ug,commerce,backpapers,work experience,others,offline,evening,22-01-2022,baiju,2,60000,2017,not joined,high fee
429,hidden,chaliyam,hidden,hidden,social media,ug,mechanical,no career issue,work experience,java,offline,evening,14-06-2022,monish,2,60000,2022,joined,joined
430,hidden,kozhikode,hidden,hidden,social media,pg,computer science,no career issue,job oriented course,flutter,online,evening,04-05-2022,lekha,1,60000,2020,not joined,suspected
431,hidden,kozhikode,hidden,hidden,social media,others,other,career gap,work experience,python,offline,morning,25-07-2022,rifna,2,35000,2018,not joined,suspected
432,hidden,kozhikode,hidden,hidden,reference,ug,civil,career gap,work experience,data science,offline,morning,22-09-2022,rifna,1,12500,2022,not joined,high fee
433,hidden,manjeri,hidden,hidden,social media,ug,mechanical,no career issue,short term course,flutter,hybrid,morning,22-07-2022,monish,4,35000,2022,not joined,suspected
434,hidden,malappuram,hidden,hidden,reference,ug,mechanical,non it background,it internship,python,offline,morning,10-09-2022,rifna,2,60000,2019,not joined,not okay
435,hidden,kondotty,hidden,hidden,others,ug,computer science,career gap,job oriented course,data science,offline,morning,18-06-2022,baiju,4,60000,2017,joined,joined
436,hidden,kozhikode,hidden,hidden,social media,ug,electronics,career gap,short term course,java,hybrid,weekend,07-06-2022,monish,1,60000,2017,joined,joined
437,hidden,tirur,hidden,hidden,social media,ug,mechanical,no career issue,work experience,mern,offline,afternoon,13-10-2022,faisal,2,60000,2022,not joined,not impressed
438,hidden,tanur,hidden,hidden,social media,ug,commerce,career gap,others,python,online,afternoon,11-04-2022,deepak,2,35000,2022,not joined,not okay
439,hidden,chaliyam,hidden,hidden,social media,ug,computer science,no career issue,others,data science,offline,evening,01-08-2022,monish,1,12500,2021,not joined,not interested
440,hidden,manjeri,hidden,hidden,social media,pg,electronics,no career issue,short term course,python,online,morning,22-04-2022,sandra,2,60000,2020,not joined,call not picking
441,hidden,kozhikode,hidden,hidden,social media,pg,commerce,backpapers,it internship,ai,hybrid,afternoon,16-09-2022,baiju,1,60000,2021,joined,joined
442,hidden,chevayur,hidden,hidden,social media,pg,commerce,backpapers,work experience,python,offline,morning,27-04-2022,faisal,2,60000,2017,joined,joined
443,hidden,farook,hidden,hidden,social media,ug,electronics,career gap,short term course,mern,hybrid,evening,11-12-2022,baiju,1,12500,2022,not joined,call not picking
444,hidden,westhill,hidden,hidden,social media,ug,other,no career issue,job oriented course,java,offline,morning,26-05-2022,baiju,1,60000,2018,joined,joined
445,hidden,beypore,hidden,hidden,social media,pg,computer science,backpapers,others,python,offline,evening,20-06-2022,lekha,2,60000,2019,not joined,not okay
446,hidden,palazhi,hidden,hidden,others,ug,mechanical,no career issue,it internship,python,offline,morning,06-09-2022,baiju,1,12500,2019,not joined,call not picking
447,hidden,chevayur,hidden,hidden,reference,ug,electronics,no career issue,short term course,python,offline,morning,02-06-2022,lekha,1,12500,2021,not joined,not impressed
448,hidden,nadakkavu,hidden,hidden,others,plus 2,commerce,no career issue,others,mern,offline,morning,16-07-2022,monish,1,60000,2018,not joined,high fee
449,hidden,tirur,hidden,hidden,reference,ug,mechanical,no career issue,it internship,data science,online,morning,10-04-2022,baiju,2,60000,2017,not joined,not interested
450,hidden,chevayur,hidden,hidden,social media,ug,mechanical,non it background,work experience,python,offline,evening,08-08-2022,baiju,2,60000,2019,not joined,not impressed
451,hidden,pantheerankavu,hidden,hidden,reference,ug,civil,no career issue,short term course,python,offline,morning,17-09-2022,baiju,2,60000,2021,not joined,joined other institude
452,hidden,westhill,hidden,hidden,social media,ug,computer science,backpapers,job oriented course,others,online,morning,16-06-2022,deepak,1,35000,2022,not joined,call not picking
453,hidden,malappuram,hidden,hidden,others,ug,computer science,no career issue,it internship,data science,online,morning,12-03-2022,deepak,2,60000,2020,not joined,not interested
454,hidden,kozhikode,hidden,hidden,others,diploma,other,career gap,work experience,python,online,morning,04-04-2022,deepak,1,35000,2021,not joined,call not picking
455,hidden,koyilandy,hidden,hidden,social media,pg,computer science,career gap,others,mern,offline,morning,20-04-2022,monish,1,35000,2021,not joined,suspected
456,hidden,kozhikode,hidden,hidden,social media,ug,commerce,non it background,it internship,data science,offline,morning,14-02-2022,baiju,3,60000,2022,joined,joined
457,hidden,kondotty,hidden,hidden,social media,ug,other,backpapers,work experience,data science,offline,afternoon,16-08-2022,deepak,5,60000,2022,joined,joined
458,hidden,kozhikode,hidden,hidden,none,ug,mechanical,no career issue,others,mern,hybrid,morning,10-02-2022,baiju,1,60000,2019,not joined,not interested
459,hidden,kozhikode,hidden,hidden,social media,ug,commerce,non it background,short term course,mern,offline,weekend,18-07-2022,baiju,1,60000,2019,not joined,call not picking
460,hidden,nadakkavu,hidden,hidden,social media,diploma,mechanical,no career issue,it internship,web designing,offline,afternoon,16-06-2022,baiju,1,60000,2018,joined,joined
461,hidden,chaliyam,hidden,hidden,social media,diploma,other,no career issue,work experience,mern,offline,morning,13-03-2022,sandra,1,60000,2017,not joined,joined other institude
462,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no career issue,job oriented course,data science,offline,morning,10-06-2022,lekha,3,60000,2018,not joined,joined other institude
463,hidden,westhill,hidden,hidden,social media,ug,commerce,no career issue,it internship,python,hybrid,morning,25-06-2022,faisal,1,12500,2020,not joined,suspected
464,hidden,chevayur,hidden,hidden,social media,diploma,other,backpapers,work experience,python,offline,afternoon,20-05-2022,baiju,1,60000,2021,not joined,joined other institude
465,hidden,kozhikode,hidden,hidden,social media,ug,mechanical,career gap,job oriented course,mern,offline,evening,26-02-2022,faisal,2,12500,2017,not joined,call not picking
466,hidden,ponnani,hidden,hidden,reference,ug,commerce,no career issue,work experience,mern,hybrid,afternoon,27-03-2022,baiju,1,35000,2017,not joined,suspected
467,hidden,medical college,hidden,hidden,social media,ug,other,backpapers,others,data science,offline,morning,12-12-2022,rifna,1,60000,2022,not joined,not interested
468,hidden,chevayur,hidden,hidden,social media,pg,other,career gap,it internship,java,hybrid,morning,25-09-2022,baiju,2,12500,2021,not joined,not interested
469,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no career issue,job oriented course,mern,online,morning,03-05-2022,baiju,3,60000,2017,not joined,not impressed
470,hidden,nadakkavu,hidden,hidden,social media,ug,mechanical,no career issue,job oriented course,python,offline,weekend,23-11-2022,baiju,1,35000,2020,not joined,call not picking
471,hidden,thrissur,hidden,hidden,google,ug,commerce,non it background,short term course,mern,offline,afternoon,19-10-2022,baiju,2,60000,2020,not joined,suspected
472,hidden,kozhikode,hidden,hidden,others,ug,civil,no career issue,it internship,python,hybrid,morning,12-04-2022,sandra,1,35000,2017,not joined,suspected
473,hidden,malappuram,hidden,hidden,social media,ug,computer science,no career issue,it internship,mern,offline,morning,03-06-2022,baiju,1,60000,2019,not joined,joined other institude
474,hidden,chevayur,hidden,hidden,social media,diploma,civil,career gap,it internship,python,hybrid,weekend,23-12-2022,anupama,1,35000,2020,not joined,not okay
475,hidden,kozhikode,hidden,hidden,reference,diploma,mechanical,no career issue,short term course,mern,online,morning,19-05-2022,baiju,1,35000,2021,not joined,joined other institude
476,hidden,kozhikode,hidden,hidden,social media,pg,mechanical,no career issue,job oriented course,data science,offline,weekend,06-04-2022,monish,1,12500,2019,not joined,not okay
477,hidden,thrissur,hidden,hidden,social media,pg,electronics,no career issue,others,python,offline,weekend,12-10-2022,baiju,2,60000,2022,joined,joined
478,hidden,tirur,hidden,hidden,social media,ug,other,no career issue,job oriented course,ai,offline,morning,11-05-2022,sandra,3,60000,2021,not joined,not okay
479,hidden,wayanad,hidden,hidden,others,ug,civil,career gap,short term course,data science,offline,morning,03-12-2022,lekha,2,60000,2022,not joined,not okay
480,hidden,kannur,hidden,hidden,social media,diploma,commerce,non it background,work experience,data science,offline,evening,20-04-2022,baiju,4,60000,2019,not joined,suspected
481,hidden,kondotty,hidden,hidden,none,others,electronics,no career issue,others,python,offline,evening,24-05-2022,sandra,1,60000,2018,not joined,call not picking
482,hidden,beypore,hidden,hidden,social media,ug,civil,non it background,work experience,mern,offline,evening,08-04-2022,deepak,5,60000,2018,joined,joined
483,hidden,nilambur,hidden,hidden,social media,ug,commerce,no career issue,job oriented course,ai,hybrid,weekend,17-02-2022,baiju,4,60000,2019,not joined,suspected
484,hidden,tanur,hidden,hidden,social media,ug,commerce,career gap,job oriented course,flutter,offline,weekend,07-02-2022,baiju,5,60000,2018,joined,joined
485,hidden,kozhikode,hidden,hidden,google,ug,electronics,no career issue,job oriented course,java,offline,evening,07-02-2022,baiju,2,60000,2021,not joined,high fee
